timestamp;y;y_pred;mae;mape;new_mae;new_smape;moy_5m;std_5m;n_trades_sum_5m;delta_5m;moy_20m;std_20m;n_trades_sum_20m;delta_20m;moy_60m;std_60m;n_trades_sum_60m;delta_60m
1673375940000.0;1339.09;0.0;1339.09;0.0;1339.09;200.0;1338.76;0.5181376908377204;1911.0;0.11000000000012733;1336.6005263157895;1.8733021162411199;8396.0;-5.230000000000018;1333.688813559322;2.3405828074293114;18252.0;-6.849999999999909
1673376000000.0;1338.0;0.0;1338.0;0.0;1338.0;200.0;1338.9725;0.11295279249903568;2044.0;0.2999999999999545;1336.877894736842;1.7878620968052727;8667.0;-4.379999999999882;1333.8022033898305;2.4252664750828368;18372.0;-7.2000000000000455
1673376000000.0;1338.0;26.76;1311.24;98.0;1311.24;192.15686274509804;1338.9725;0.11295279249903568;2044.0;0.2999999999999545;1336.877894736842;1.7878620968052727;8667.0;-4.379999999999882;1333.8022033898305;2.4252664750828368;18372.0;-7.2000000000000455
1673376000000.0;1338.0;26.76;1311.24;98.0;1311.24;192.15686274509804;1338.9725;0.11295279249903568;2044.0;0.2999999999999545;1336.877894736842;1.7878620968052727;8667.0;-4.379999999999882;1333.8022033898305;2.4252664750828368;18372.0;-7.2000000000000455
1673376000000.0;1338.0;26.76;1311.24;98.0;1311.24;192.15686274509804;1338.9725;0.11295279249903568;2044.0;0.2999999999999545;1336.877894736842;1.7878620968052727;8667.0;-4.379999999999882;1333.8022033898305;2.4252664750828368;18372.0;-7.2000000000000455
1673376000000.0;1338.0;26.76;1311.24;98.0;1311.24;192.15686274509804;1338.9725;0.11295279249903568;2044.0;0.2999999999999545;1336.877894736842;1.7878620968052727;8667.0;-4.379999999999882;1333.8022033898305;2.4252664750828368;18372.0;-7.2000000000000455
1673427060000.0;1333.71;26.674200000000003;1307.0358;98.00000000000001;1307.0358;192.15686274509807;1333.1975;0.16357974609748027;1118.0;-0.5499999999999545;1332.7178947368423;0.5685222457034055;6241.0;-0.7899999999999636;1333.6876271186436;1.1397221969183886;19303.0;1.1400000000001
1673427120000.0;1333.71;1333.71;0.0;0.0;653.5179;96.07843137254903;1333.2625;0.24431878083078873;1055.0;-0.5799999999999272;1332.7705263157895;0.5976572195220046;6262.0;-0.7200000000000273;1333.6666101694914;1.1304387463304557;19453.0;1.2799999999999727
1673427180000.0;1333.51;1333.6433333333334;0.13333333333343944;0.009998675175547199;435.72304444444455;64.05562030681035;1333.4450000000002;0.24556058315615234;1053.0;-0.16000000000008185;1332.8205263157897;0.6361120942815199;6297.0;-0.5;1333.6499999999999;1.1221623215302212;19474.0;1.4600000000000364
1673427240000.0;1333.3;1333.5575000000001;0.2575000000001637;0.019312982824582894;326.8566583333335;48.0465430096198;1333.5375;0.14750706197788743;1048.0;0.08999999999991815;1332.8478947368424;0.6551639230619033;6250.0;-0.5199999999999818;1333.6250847457627;1.108128856072196;19491.0;1.4700000000000273
1673427300000.0;1333.29;1333.5040000000001;0.21400000000016917;0.01605052164196605;261.5281266666668;38.440444254425664;1333.565;0.1084742673018295;1083.0;0.43000000000006366;1332.8721052631583;0.6698223557810593;6294.0;-0.05999999999994543;1333.5996610169493;1.0938558281439512;19544.0;2.0399999999999636
1673427360000.0;1333.29;1333.4683333333335;0.1783333333335122;0.01337543470164122;217.96982777777794;32.03593263539642;1333.5;0.1768238294650214;987.0;0.21000000000003638;1332.8910526315792;0.6766083286579831;6159.0;-0.20000000000004547;1333.571694915254;1.0800018399447593;19516.0;1.8099999999999454
1673427420000.0;1333.3;1333.4442857142858;0.14428571428584291;0.010821699113916066;186.85189319727908;27.46091670371118;1333.3925;0.12010412149466328;952.0;0.17000000000007276;1332.894210526316;0.6784157672227;6112.0;-0.15999999999985448;1333.5372881355931;1.055399630975741;19574.0;1.7699999999999818
1673427480000.0;1333.49;1333.45;0.03999999999996362;0.0029996475414111557;163.5004065476192;24.02867707731372;1333.335;0.09000000000003185;984.0;-0.009999999999990905;1332.9036842105265;0.6828389311162221;6086.0;-0.20000000000004547;1333.5064406779659;1.0350408332972503;19652.0;2.2200000000000273
1673427540000.0;1334.16;1333.528888888889;0.6311111111110677;0.04730400485032287;145.40381816578497;21.364081312705707;1333.29;0.0;991.0;-0.4500000000000455;1332.912105263158;0.6867603410811218;6045.0;-1.7999999999999545;1333.4762711864403;1.014416595210398;19695.0;1.900000000000091
1673427600000.0;1334.74;0.0;1334.74;0.04730400485032287;1334.74;200.0;1333.4025;0.22500000000002277;1190.0;-1.3800000000001091;1332.9457894736845;0.7117296286705199;5742.0;-2.9500000000000455;1333.4459322033895;0.9780506979386087;19851.0;0.9600000000000364
1673427660000.0;1334.61;26.6948;1307.9152;97.99980518653389;1321.3276;196.07805687602072;1333.7475;0.6505574532660946;1117.0;-1.150000000000091;1333.0894736842108;0.7705371408180989;5518.0;-2.380000000000109;1333.4294915254234;0.9482314276821951;19744.0;1.0599999999999454
1673427720000.0;1334.85;1334.675;0.17499999999995453;0.013110087275720458;880.9434000000001;130.7230748995818;1334.04;0.6392182725799201;1047.0;-0.9700000000000273;1333.2336842105265;0.7562642874780259;5270.0;-2.9600000000000364;1333.409661016949;0.9129980286674743;19647.0;0.6199999999998909
1673427780000.0;1334.96;1334.7333333333333;0.2266666666666879;0.016979285271969787;660.7642166666667;98.0465513564051;1334.4;0.45497252664310905;980.0;-0.2799999999999727;1333.3731578947368;0.775786716333676;5272.0;-3.2100000000000364;1333.3964406779658;0.8873473889416843;19506.0;0.21000000000003638
1673427840000.0;1334.91;1334.79;0.12000000000011823;0.00898937006990121;528.6353733333334;78.43903903995047;1334.705;0.2056696380120285;688.0;-0.4600000000000364;1333.541052631579;0.754452669429555;5062.0;-2.150000000000091;1333.3899999999999;0.8742799993374035;19145.0;0.08999999999991815
1673427900000.0;1334.98;1334.814;0.16599999999993997;0.012434643215624203;440.5571444444445;65.36793843601964;1334.765;0.22605309110915695;725.0;-0.2699999999999818;1333.7073684210527;0.6825673927269537;4915.0;-1.6900000000000546;1333.385593220339;0.8657670929664742;18980.0;0.009999999999990905
1673427960000.0;1334.59;1334.8416666666667;0.25166666666677884;0.018857227063501066;377.656361904762;56.03235515219628;1334.9;0.11916375287812958;818.0;-0.13999999999987267;1333.8252631578948;0.7029886076290105;4749.0;-2.089999999999918;1333.3854237288137;0.8654445181003954;18932.0;-0.599999999999909
1673428020000.0;1334.55;1334.8057142857142;0.25571428571424804;0.01916108693673883;330.481280952381;49.03070566459379;1334.9924999999998;0.08057087976840553;903.0;0.3500000000001364;1333.9205263157894;0.747644253522075;4727.0;-1.4199999999998454;1333.386949152543;0.8684315116769046;18928.0;-0.37999999999988177
1673428080000.0;1334.99;1334.7737499999998;0.2162500000001728;0.0161986232106737;293.78516640211643;43.58464947244936;1334.8925;0.23485811319461333;985.0;0.01999999999998181;1334.003157894737;0.7255193743609584;4620.0;-1.6200000000001182;1333.3883050847462;0.8702281756713831;18792.0;-0.7899999999999636
1673428140000.0;1334.9;1334.7977777777776;0.10222222222250821;0.00765766890572389;264.41687198412706;39.22695032141606;1334.905;0.23741665204165593;958.0;0.10999999999989996;1334.0984210526315;0.7261027105023511;4586.0;-1.4300000000000637;1333.4016949152547;0.8883521213603577;18786.0;-0.7999999999999545
1673428200000.0;1334.52;1334.8079999999998;0.28799999999978354;0.02158079309412999;240.40515634920638;35.662825607168436;1334.9;0.2349468024894203;906.0;-0.15000000000009095;1334.1836842105263;0.7296818981684032;4537.0;-0.9900000000000091;1333.4152542372885;0.9063594398741598;18627.0;-0.20000000000004547
